!SIL 1.0	SIL
<UNK> 1.0	SPN
zilizochota 1.0	z i l i z o CC o t a
zilizochotwa 1.0	z i l i z o CC o t w a
zilizochukua 1.0	z i l i z o CC u k u a
zilizochukuliwa 1.0	z i l i z o CC u k u l i w a
zilizochunguzwa 1.0	z i l i z o CC u GG u z w a
zilizodai 1.0	z i l i z o d a i
zilizodaiwa 1.0	z i l i z o d a i w a
zilizodumu 1.0	z i l i z o d u m u
zilizoelekezwa 1.0	z i l i z o e l e k e z w a
zilizoelezwa 1.0	z i l i z o e l e z w a
zilizoendelea 1.0	z i l i z o e DD e l e a
zilizoendeshwa 1.0	z i l i z o e DD e SS w a
zilizoenea 1.0	z i l i z o e n e a
zilizofanikisha 1.0	z i l i z o f a n i k i SS a
zilizofanikiwa 1.0	z i l i z o f a n i k i w a
zilizofanya 1.0	z i l i z o f a n y a
zilizofanyika 1.0	z i l i z o f a n y i k a
zilizofanyiwa 1.0	z i l i z o f a n y i w a
zilizofanywa 1.0	z i l i z o f a n y w a
zilizofichwa 1.0	z i l i z o f i CC w a
zilizofikia 1.0	z i l i z o f i k i a
zilizofikishwa 1.0	z i l i z o f i k i SS w a
zilizofikiwa 1.0	z i l i z o f i k i w a
zilizofuata 1.0	z i l i z o f u a t a
zilizofuatia 1.0	z i l i z o f u a t i a
zilizofunguliwa 1.0	z i l i z o f u GG u l i w a
zilizofungwa 1.0	z i l i z o f u GG w a
zilizofuzu 1.0	z i l i z o f u z u
zilizogawanywa 1.0	z i l i z o g a w a n y w a
zilizogawiwa 1.0	z i l i z o g a w i w a
zilizogharimu 1.0	z i l i z o RR a r i m u
zilizoghushiwa 1.0	z i l i z o RR u SS i w a
zilizogunduliwa 1.0	z i l i z o g u DD u l i w a
zilizoharibika 1.0	z i l i z o h a r i b i k a
zilizoharibiwa 1.0	z i l i z o h a r i b i w a
zilizohifadhiwa 1.0	z i l i z o h i f a LL i w a
zilizohitajika 1.0	z i l i z o h i t a j i k a
zilizohudhuriwa 1.0	z i l i z o h u LL u r i w a
zilizohusika 1.0	z i l i z o h u s i k a
zilizohusisha 1.0	z i l i z o h u s i SS a
zilizohusu 1.0	z i l i z o h u s u
zilizoibiwa 1.0	z i l i z o i b i w a
zilizoibuka 1.0	z i l i z o i b u k a
zilizoibuliwa 1.0	z i l i z o i b u l i w a
zilizoibwa 1.0	z i l i z o i b w a
zilizoidhinishwa 1.0	z i l i z o i LL i n i SS w a
zilizoifanya 1.0	z i l i z o i f a n y a
zilizoifikia 1.0	z i l i z o i f i k i a
zilizoingia 1.0	z i l i z o i GG i a
zilizoingizwa 1.0	z i l i z o i GG i z w a
zilizoisha 1.0	z i l i z o i SS a
zilizoiva 1.0	z i l i z o i v a
zilizojaa 1.0	z i l i z o j a a
zilizojadiliwa 1.0	z i l i z o j a d i l i w a
zilizojazwa 1.0	z i l i z o j a z w a
zilizojengeka 1.0	z i l i z o j e GG e k a
zilizojengwa 1.0	z i l i z o j e GG w a
zilizojificha 1.0	z i l i z o j i f i CC a
zilizojikita 1.0	z i l i z o j i k i t a
zilizojitokeza 1.0	z i l i z o j i t o k e z a
zilizokabidhiwa 1.0	z i l i z o k a b i LL i w a
zilizokadiriwa 1.0	z i l i z o k a d i r i w a
zilizokaguliwa 1.0	z i l i z o k a g u l i w a
zilizokamatwa 1.0	z i l i z o k a m a t w a
zilizokamilika 1.0	z i l i z o k a m i l i k a
zilizokatwa 1.0	z i l i z o k a t w a
zilizokaushwa 1.0	z i l i z o k a u SS w a
zilizokidhi 1.0	z i l i z o k i LL i
zilizokithiri 1.0	z i l i z o k i TT i r i
zilizokiukwa 1.0	z i l i z o k i u k w a
zilizoko 1.0	z i l i z o k o
zilizokopwa 1.0	z i l i z o k o p w a
zilizokosa 1.0	z i l i z o k o s a
zilizokubaliwa 1.0	z i l i z o k u b a l i w a
zilizokuja 1.0	z i l i z o k u j a
zilizokumbwa 1.0	z i l i z o k u BB w a
zilizokusanywa 1.0	z i l i z o k u s a n y w a
zilizokusudiwa 1.0	z i l i z o k u s u d i w a
zilizokutwa 1.0	z i l i z o k u t w a
zilizokuwa 1.0	z i l i z o k u w a
zilizokuwamo 1.0	z i l i z o k u w a m o
zilizokuwapo 1.0	z i l i z o k u w a p o
zilizokuwemo 1.0	z i l i z o k u w e m o
zilizokuwepo 1.0	z i l i z o k u w e p o
zilizokwenda 1.0	z i l i z o k w e DD a
zilizokwisha 1.0	z i l i z o k w i SS a
zilizolalamikiwa 1.0	z i l i z o l a l a m i k i w a
zilizolenga 1.0	z i l i z o l e GG a
zilizoleta 1.0	z i l i z o l e t a
zilizoletwa 1.0	z i l i z o l e t w a
zilizolifikia 1.0	z i l i z o l i f i k i a
zilizolipiwa 1.0	z i l i z o l i p i w a
zilizolipwa 1.0	z i l i z o l i p w a
zilizomalizika 1.0	z i l i z o m a l i z i k a
zilizomfanya 1.0	z i l i z o m f a n y a
zilizomo 1.0	z i l i z o m o
zilizompa 1.0	z i l i z o m p a
zilizonaswa 1.0	z i l i z o n a s w a
zilizonufaika 1.0	z i l i z o n u f a i k a
zilizonunuliwa 1.0	z i l i z o n u n u l i w a
zilizonyesha 1.0	z i l i z o n y e SS a
zilizoomba 1.0	z i l i z o o BB a
zilizoombwa 1.0	z i l i z o o BB w a
zilizoonekana 1.0	z i l i z o o n e k a n a
zilizoonesha 1.0	z i l i z o o n e SS a
zilizoongezeka 1.0	z i l i z o o GG e z e k a
zilizoongezwa 1.0	z i l i z o o GG e z w a
zilizoongoza 1.0	z i l i z o o GG o z a
zilizoongozwa 1.0	z i l i z o o GG o z w a
zilizoonyesha 1.0	z i l i z o o n y e SS a
zilizoonyeshwa 1.0	z i l i z o o n y e SS w a
zilizoorodheshwa 1.0	z i l i z o o r o LL e SS w a
zilizopambwa 1.0	z i l i z o p a BB w a
zilizopanda 1.0	z i l i z o p a DD a
zilizopandwa 1.0	z i l i z o p a DD w a
zilizopangwa 1.0	z i l i z o p a GG w a
zilizopaswa 1.0	z i l i z o p a s w a
zilizopata 1.0	z i l i z o p a t a
zilizopatikana 1.0	z i l i z o p a t i k a n a
zilizopelekea 1.0	z i l i z o p e l e k e a
zilizopelekwa 1.0	z i l i z o p e l e k w a
zilizopendekezwa 1.0	z i l i z o p e DD e k e z w a
zilizopewa 1.0	z i l i z o p e w a
zilizopiga 1.0	z i l i z o p i g a
zilizopigiwa 1.0	z i l i z o p i g i w a
zilizopigwa 1.0	z i l i z o p i g w a
zilizopita 1.0	z i l i z o p i t a
zilizopitishwa 1.0	z i l i z o p i t i SS w a
zilizopitwa 1.0	z i l i z o p i t w a
zilizopo 1.0	z i l i z o p o
zilizopokelewa 1.0	z i l i z o p o k e l e w a
zilizoporwa 1.0	z i l i z o p o r w a
zilizopotea 1.0	z i l i z o p o t e a
zilizorejeshwa 1.0	z i l i z o r e j e SS w a
zilizorekodiwa 1.0	z i l i z o r e k o d i w a
zilizoridhia 1.0	z i l i z o r i LL i a
zilizoripotiwa 1.0	z i l i z o r i p o t i w a
zilizorudishwa 1.0	z i l i z o r u d i SS w a
zilizosababisha 1.0	z i l i z o s a b a b i SS a
zilizosababishwa 1.0	z i l i z o s a b a b i SS w a
zilizosafirishwa 1.0	z i l i z o s a f i r i SS w a
zilizosaidia 1.0	z i l i z o s a i d i a
zilizosaini 1.0	z i l i z o s a i n i
zilizosainiwa 1.0	z i l i z o s a i n i w a
zilizosajiliwa 1.0	z i l i z o s a j i l i w a
zilizosalia 1.0	z i l i z o s a l i a
zilizosambaa 1.0	z i l i z o s a BB a a
zilizosambazwa 1.0	z i l i z o s a BB a z w a
zilizosheheni 1.0	z i l i z o SS e h e n i
zilizoshika 1.0	z i l i z o SS i k a
zilizoshinda 1.0	z i l i z o SS i DD a
zilizoshindwa 1.0	z i l i z o SS i DD w a
zilizoshiriki 1.0	z i l i z o SS i r i k i
zilizoshirikisha 1.0	z i l i z o SS i r i k i SS a
zilizoshuka 1.0	z i l i z o SS u k a
zilizosindikwa 1.0	z i l i z o s i DD i k w a
zilizosomwa 1.0	z i l i z o s o m w a
zilizotajwa 1.0	z i l i z o t a j w a
zilizotaka 1.0	z i l i z o t a k a
zilizotakiwa 1.0	z i l i z o t a k i w a
zilizotamba 1.0	z i l i z o t a BB a
zilizotangazwa 1.0	z i l i z o t a GG a z w a
zilizotangulia 1.0	z i l i z o t a GG u l i a
zilizotarajiwa 1.0	z i l i z o t a r a j i w a
zilizotawala 1.0	z i l i z o t a w a l a
zilizotawaliwa 1.0	z i l i z o t a w a l i w a
zilizoteketea 1.0	z i l i z o t e k e t e a
zilizoteketezwa 1.0	z i l i z o t e k e t e z w a
zilizotengenezwa 1.0	z i l i z o t e GG e n e z w a
zilizotengwa 1.0	z i l i z o t e GG w a
zilizoteuliwa 1.0	z i l i z o t e u l i w a
zilizothibitisha 1.0	z i l i z o TT i b i t i SS a
zilizothibitishwa 1.0	z i l i z o TT i b i t i SS w a
zilizotia 1.0	z i l i z o t i a
zilizotoa 1.0	z i l i z o t o a
zilizotoka 1.0	z i l i z o t o k a
zilizotokana 1.0	z i l i z o t o k a n a
zilizotokea 1.0	z i l i z o t o k e a
zilizotolewa 1.0	z i l i z o t o l e w a
zilizotufikia 1.0	z i l i z o t u f i k i a
zilizotumia 1.0	z i l i z o t u m i a
zilizotumika 1.0	z i l i z o t u m i k a
zilizotumiwa 1.0	z i l i z o t u m i w a
zilizotumwa 1.0	z i l i z o t u m w a
zilizotungwa 1.0	z i l i z o t u GG w a
zilizotupwa 1.0	z i l i z o t u p w a
zilizounda 1.0	z i l i z o u DD a
zilizoundwa 1.0	z i l i z o u DD w a
zilizoungana 1.0	z i l i z o u GG a n a
zilizounganishwa 1.0	z i l i z o u GG a n i SS w a
zilizoungua 1.0	z i l i z o u GG u a
zilizouzwa 1.0	z i l i z o u z w a
zilizovuja 1.0	z i l i z o v u j a
zilizowafanya 1.0	z i l i z o w a f a n y a
zilizowahi 1.0	z i l i z o w a h i
zilizowakilishwa 1.0	z i l i z o w a k i l i SS w a
zilizowakumba 1.0	z i l i z o w a k u BB a
zilizowapa 1.0	z i l i z o w a p a
zilizowasili 1.0	z i l i z o w a s i l i
zilizowasilishwa 1.0	z i l i z o w a s i l i SS w a
zilizowekeza 1.0	z i l i z o w e k e z a
zilizowekezwa 1.0	z i l i z o w e k e z w a
zilizowekwa 1.0	z i l i z o w e k w a
zilizoweza 1.0	z i l i z o w e z a
zilizowezesha 1.0	z i l i z o w e z e SS a
zilizozaa 1.0	z i l i z o z a a
zilizozagaa 1.0	z i l i z o z a g a a
zilizozalisha 1.0	z i l i z o z a l i SS a
zilizozalishwa 1.0	z i l i z o z a l i SS w a
zilizozidi 1.0	z i l i z o z i d i
zilizozinduliwa 1.0	z i l i z o z i DD u l i w a
zilizozoeleka 1.0	z i l i z o z o e l e k a
zilizozuka 1.0	z i l i z o z u k a
zilizua 1.0	z i l i z u a
zilizuka 1.0	z i l i z u k a
zille 1.0	z i l l e
zilopita 1.0	z i l o p i t a
zima 1.0	z i m a
zimalizike 1.0	z i m a l i z i k e
zimamoto 1.0	z i m a m o t o
zimbabwe 1.0	z i BB a b w e
zimbabwe(2) 1.0	z i m b a b w e y
zimbambwe 1.0	z i BB a BB w e
zimbawe 1.0	z i BB a w e
zimbwe 1.0	z i BB w e
zimcodd 1.0	z i m k o d d
zimcodd(4) 1.0	z i m k o d d i
zimeacha 1.0	z i m e a CC a
zimeachana 1.0	z i m e a CC a n a
zimeachwa 1.0	z i m e a CC w a
zimeagizwa 1.0	z i m e a g i z w a
zimeahidi 1.0	z i m e a h i d i
zimeahidiwa 1.0	z i m e a h i d i w a
zimeainishwa 1.0	z i m e a i n i SS w a
zimeajiri 1.0	z i m e a j i r i
zimealikwa 1.0	z i m e a l i k w a
zimeamua 1.0	z i m e a m u a
zimeandaa 1.0	z i m e a DD a a
zimeandaliwa 1.0	z i m e a DD a l i w a
zimeandikwa 1.0	z i m e a DD i k w a
zimeanguka 1.0	z i m e a GG u k a
zimeanza 1.0	z i m e a ZZ a
zimeanzisha 1.0	z i m e a ZZ i SS a
zimeanzishwa 1.0	z i m e a ZZ i SS w a
zimeathiri 1.0	z i m e a TT i r i
zimeathirika 1.0	z i m e a TT i r i k a
zimeathiriwa 1.0	z i m e a TT i r i w a
zimebadilika 1.0	z i m e b a d i l i k a
zimebadilishwa 1.0	z i m e b a d i l i SS w a
zimebaini 1.0	z i m e b a i n i
zimebainika 1.0	z i m e b a i n i k a
zimebainisha 1.0	z i m e b a i n i SS a
zimebaki 1.0	z i m e b a k i
zimebakia 1.0	z i m e b a k i a
zimebandikwa 1.0	z i m e b a DD i k w a
zimebeba 1.0	z i m e b e b a
zimebomoka 1.0	z i m e b o m o k a
zimeboreshwa 1.0	z i m e b o r e SS w a
zimechakaa 1.0	z i m e CC a k a a
zimechangia 1.0	z i m e CC a GG i a
zimechangiwa 1.0	z i m e CC a GG i w a
zimechangwa 1.0	z i m e CC a GG w a
zimechapishwa 1.0	z i m e CC a p i SS w a
zimechapwa 1.0	z i m e CC a p w a
zimechelewa 1.0	z i m e CC e l e w a
zimecheza 1.0	z i m e CC e z a
zimechoka 1.0	z i m e CC o k a
zimechomwa 1.0	z i m e CC o m w a
zimechukua 1.0	z i m e CC u k u a
zimechukuliwa 1.0	z i m e CC u k u l i w a
zimedai 1.0	z i m e d a i
zimedaiwa 1.0	z i m e d a i w a
zimedhaminiwa 1.0	z i m e LL a m i n i w a
zimedokeza 1.0	z i m e d o k e z a
zimeelekezwa 1.0	z i m e e l e k e z w a
zimeeleza 1.0	z i m e e l e z a
zimeelezwa 1.0	z i m e e l e z w a
zimeenda 1.0	z i m e e DD a
zimeendelea 1.0	z i m e e DD e l e a
zimeenea 1.0	z i m e e n e a
zimeezekwa 1.0	z i m e e z e k w a
zimeezuliwa 1.0	z i m e e z u l i w a
zimefaidika 1.0	z i m e f a i d i k a
zimefanikisha 1.0	z i m e f a n i k i SS a
zimefanikiwa 1.0	z i m e f a n i k i w a
zimefanya 1.0	z i m e f a n y a
zimefanyika 1.0	z i m e f a n y i k a
zimefanyiwa 1.0	z i m e f a n y i w a
zimefanywa 1.0	z i m e f a n y w a
zimefichwa 1.0	z i m e f i CC w a
zimefika 1.0	z i m e f i k a
zimefikia 1.0	z i m e f i k i a
zimefikishwa 1.0	z i m e f i k i SS w a
zimefikiwa 1.0	z i m e f i k i w a
zimefuatwa 1.0	z i m e f u a t w a
zimefungana 1.0	z i m e f u GG a n a
zimefunguliwa 1.0	z i m e f u GG u l i w a
zimefungwa 1.0	z i m e f u GG w a
zimefutwa 1.0	z i m e f u t w a
zimefuzu 1.0	z i m e f u z u
zimegawanyika 1.0	z i m e g a w a n y i k a
zimegawanywa 1.0	z i m e g a w a n y w a
zimegawiwa 1.0	z i m e g a w i w a
zimegeuka 1.0	z i m e g e u k a
zimegeuzwa 1.0	z i m e g e u z w a
zimegharimu 1.0	z i m e RR a r i m u
zimegonga 1.0	z i m e g o GG a
zimegubikwa 1.0	z i m e g u b i k w a
zimegundua 1.0	z i m e g u DD u a
zimegundulika 1.0	z i m e g u DD u l i k a
zimehamishiwa 1.0	z i m e h a m i SS i w a
zimeharibika 1.0	z i m e h a r i b i k a
zimeharibiwa 1.0	z i m e h a r i b i w a
zimeharibu 1.0	z i m e h a r i b u
zimehifadhiwa 1.0	z i m e h i f a LL i w a
zimehusisha 1.0	z i m e h u s i SS a
zimeibiwa 1.0	z i m e i b i w a
zimeibua 1.0	z i m e i b u a
zimeibuka 1.0	z i m e i b u k a
zimeibuliwa 1.0	z i m e i b u l i w a
zimeibwa 1.0	z i m e i b w a
zimeifanya 1.0	z i m e i f a n y a
zimeimarika 1.0	z i m e i m a r i k a
zimeingia 1.0	z i m e i GG i a
zimeingizwa 1.0	z i m e i GG i z w a
zimeisha 1.0	z i m e i SS a
zimeishia 1.0	z i m e i SS i a
zimejaa 1.0	z i m e j a a
zimejazwa 1.0	z i m e j a z w a
zimejenga 1.0	z i m e j e GG a
zimejengwa 1.0	z i m e j e GG w a
zimejiandaa 1.0	z i m e j i a DD a a
zimejikita 1.0	z i m e j i k i t a
zimejikuta 1.0	z i m e j i k u t a
zimejitahidi 1.0	z i m e j i t a h i d i
zimejitoa 1.0	z i m e j i t o a
zimejitokeza 1.0	z i m e j i t o k e z a
zimejiunga 1.0	z i m e j i u GG a
zimejiwekea 1.0	z i m e j i w e k e a
zimekaa 1.0	z i m e k a a
zimekabidhiwa 1.0	z i m e k a b i LL i w a
zimekamatwa 1.0	z i m e k a m a t w a
zimekamilika 1.0	z i m e k a m i l i k a
zimekamilisha 1.0	z i m e k a m i l i SS a
zimekaribia 1.0	z i m e k a r i b i a
zimekataa 1.0	z i m e k a t a a
zimekataliwa 1.0	z i m e k a t a l i w a
zimekatika 1.0	z i m e k a t i k a
zimekatwa 1.0	z i m e k a t w a
zimekauka 1.0	z i m e k a u k a
zimekiukwa 1.0	z i m e k i u k w a
zimekosa 1.0	z i m e k o s a
zimekosewa 1.0	z i m e k o s e w a
zimekubali 1.0	z i m e k u b a l i
zimekubaliana 1.0	z i m e k u b a l i a n a
zimekufa 1.0	z i m e k u f a
zimekuja 1.0	z i m e k u j a
zimekumbwa 1.0	z i m e k u BB w a
zimekusanya 1.0	z i m e k u s a n y a
zimekusanywa 1.0	z i m e k u s a n y w a
zimekutana 1.0	z i m e k u t a n a
zimekutwa 1.0	z i m e k u t w a
zimekuwa 1.0	z i m e k u w a
zimekuwapo 1.0	z i m e k u w a p o
zimekuwepo 1.0	z i m e k u w e p o
zimekwama 1.0	z i m e k w a m a
zimekwenda 1.0	z i m e k w e DD a
zimekwisha 1.0	z i m e k w i SS a
zimelala 1.0	z i m e l a l a
zimelazimika 1.0	z i m e l a z i m i k a
zimelenga 1.0	z i m e l e GG a
zimeleta 1.0	z i m e l e t a
zimeletwa 1.0	z i m e l e t w a
zimelipwa 1.0	z i m e l i p w a
zimeliwa 1.0	z i m e l i w a
zimemaliza 1.0	z i m e m a l i z a
zimemalizika 1.0	z i m e m a l i z i k a
zimemfanya 1.0	z i m e m f a n y a
zimempa 1.0	z i m e m p a
zimenifanya 1.0	z i m e n i f a n y a
zimenunuliwa 1.0	z i m e n u n u l i w a
zimeomba 1.0	z i m e o BB a
zimeombwa 1.0	z i m e o BB w a
zimeona 1.0	z i m e o n a
zimeondoka 1.0	z i m e o DD o k a
zimeondolewa 1.0	z i m e o DD o l e w a
zimeonekana 1.0	z i m e o n e k a n a
zimeonesha 1.0	z i m e o n e SS a
zimeongeza 1.0	z i m e o GG e z a
zimeongezeka 1.0	z i m e o GG e z e k a
zimeongezwa 1.0	z i m e o GG e z w a
zimeonyesha 1.0	z i m e o n y e SS a
zimeonyeshwa 1.0	z i m e o n y e SS w a
zimeorodheshwa 1.0	z i m e o r o LL e SS w a
zimepamba 1.0	z i m e p a BB a
zimepanda 1.0	z i m e p a DD a
zimepandishwa 1.0	z i m e p a DD i SS w a
zimepangwa 1.0	z i m e p a GG w a
zimepata 1.0	z i m e p a t a
zimepatikana 1.0	z i m e p a t i k a n a
zimepatiwa 1.0	z i m e p a t i w a
zimepeleka 1.0	z i m e p e l e k a
zimepelekea 1.0	z i m e p e l e k e a
zimepelekwa 1.0	z i m e p e l e k w a
zimependekeza 1.0	z i m e p e DD e k e z a
zimepewa 1.0	z i m e p e w a
zimepiga 1.0	z i m e p i g a
zimepigwa 1.0	z i m e p i g w a
zimepinga 1.0	z i m e p i GG a
zimepita 1.0	z i m e p i t a
zimepitia 1.0	z i m e p i t i a
zimepitishwa 1.0	z i m e p i t i SS w a
zimepitwa 1.0	z i m e p i t w a
zimepokelewa 1.0	z i m e p o k e l e w a
zimeporwa 1.0	z i m e p o r w a
zimepotea 1.0	z i m e p o t e a
zimepoteza 1.0	z i m e p o t e z a
zimepungua 1.0	z i m e p u GG u a
zimepunguza 1.0	z i m e p u GG u z a
zimepunguzwa 1.0	z i m e p u GG u z w a
zimerejea 1.0	z i m e r e j e a
zimerejeshwa 1.0	z i m e r e j e SS w a
zimerekodiwa 1.0	z i m e r e k o d i w a
zimeridhia 1.0	z i m e r i LL i a
zimeridhika 1.0	z i m e r i LL i k a
zimeripoti 1.0	z i m e r i p o t i
zimeripotiwa 1.0	z i m e r i p o t i w a
zimerudishwa 1.0	z i m e r u d i SS w a
zimesababisha 1.0	z i m e s a b a b i SS a
zimesababishwa 1.0	z i m e s a b a b i SS w a
zimesaidia 1.0	z i m e s a i d i a
zimesaini 1.0	z i m e s a i n i
zimesainiwa 1.0	z i m e s a i n i w a
zimesajili 1.0	z i m e s a j i l i
zimesajiliwa 1.0	z i m e s a j i l i w a
zimesalia 1.0	z i m e s a l i a
zimesambaa 1.0	z i m e s a BB a a
zimesambazwa 1.0	z i m e s a BB a z w a
zimesema 1.0	z i m e s e m a
zimeshaanza 1.0	z i m e SS a a ZZ a
zimeshachukuliwa 1.0	z i m e SS a CC u k u l i w a
zimeshafanyika 1.0	z i m e SS a f a n y i k a
zimeshafika 1.0	z i m e SS a f i k a
zimeshaingia 1.0	z i m e SS a i GG i a
zimeshakamilika 1.0	z i m e SS a k a m i l i k a
zimeshamiri 1.0	z i m e SS a m i r i
zimeshatengwa 1.0	z i m e SS a t e GG w a
zimeshathibitisha 1.0	z i m e SS a TT i b i t i SS a
zimeshatolewa 1.0	z i m e SS a t o l e w a
zimeshatumika 1.0	z i m e SS a t u m i k a
zimeshauriwa 1.0	z i m e SS a u r i w a
zimeshawasili 1.0	z i m e SS a w a s i l i
zimeshawekwa 1.0	z i m e SS a w e k w a
zimesheheni 1.0	z i m e SS e h e n i
zimeshika 1.0	z i m e SS i k a
zimeshinda 1.0	z i m e SS i DD a
zimeshindikana 1.0	z i m e SS i DD i k a n a
zimeshindwa 1.0	z i m e SS i DD w a
zimeshiriki 1.0	z i m e SS i r i k i
zimeshuhudia 1.0	z i m e SS u h u d i a
zimeshuka 1.0	z i m e SS u k a
zimesikika 1.0	z i m e s i k i k a
zimesimama 1.0	z i m e s i m a m a
zimesimamishwa 1.0	z i m e s i m a m i SS w a
zimesitishwa 1.0	z i m e s i t i SS w a
zimetafunwa 1.0	z i m e t a f u n w a
zimetajwa 1.0	z i m e t a j w a
zimetakiwa 1.0	z i m e t a k i w a
zimetambuliwa 1.0	z i m e t a BB u l i w a
zimetangaza 1.0	z i m e t a GG a z a
zimetangazwa 1.0	z i m e t a GG a z w a
zimetapakaa 1.0	z i m e t a p a k a a
zimetawala 1.0	z i m e t a w a l a
zimetawaliwa 1.0	z i m e t a w a l i w a
zimetekeleza 1.0	z i m e t e k e l e z a
zimetekelezwa 1.0	z i m e t e k e l e z w a
zimeteketea 1.0	z i m e t e k e t e a
zimeteketezwa 1.0	z i m e t e k e t e z w a
zimetelekezwa 1.0	z i m e t e l e k e z w a
zimetengenezwa 1.0	z i m e t e GG e n e z w a
zimetengewa 1.0	z i m e t e GG e w a
zimetengwa 1.0	z i m e t e GG w a
zimethibitisha 1.0	z i m e TT i b i t i SS a
zimethibitishwa 1.0	z i m e TT i b i t i SS w a
zimetia 1.0	z i m e t i a
zimetimia 1.0	z i m e t i m i a
zimetinga 1.0	z i m e t i GG a
zimetoa 1.0	z i m e t o a
zimetoka 1.0	z i m e t o k a
zimetokana 1.0	z i m e t o k a n a
zimetokea 1.0	z i m e t o k e a
zimetolewa 1.0	z i m e t o l e w a
zimetosha 1.0	z i m e t o SS a
zimetoweka 1.0	z i m e t o w e k a
zimetulia 1.0	z i m e t u l i a
zimetuma 1.0	z i m e t u m a
zimetumia 1.0	z i m e t u m i a
zimetumika 1.0	z i m e t u m i k a
zimetumiwa 1.0	z i m e t u m i w a
zimetumwa 1.0	z i m e t u m w a
zimetungwa 1.0	z i m e t u GG w a
zimetupwa 1.0	z i m e t u p w a
zimeunda 1.0	z i m e u DD a
zimeundwa 1.0	z i m e u DD w a
zimeungana 1.0	z i m e u GG a n a
zimeunganishwa 1.0	z i m e u GG a n i SS w a
zimeungua 1.0	z i m e u GG u a
zimeuzwa 1.0	z i m e u z w a
zimevunjika 1.0	z i m e v u JJ i k a
zimevunjwa 1.0	z i m e v u JJ w a
zimewafanya 1.0	z i m e w a f a n y a
zimewahi 1.0	z i m e w a h i
zimewapa 1.0	z i m e w a p a
zimewasaidia 1.0	z i m e w a s a i d i a
zimewasili 1.0	z i m e w a s i l i
zimewasilisha 1.0	z i m e w a s i l i SS a
zimewasilishwa 1.0	z i m e w a s i l i SS w a
zimeweka 1.0	z i m e w e k a
zimewekewa 1.0	z i m e w e k e w a
zimewekeza 1.0	z i m e w e k e z a
zimewekwa 1.0	z i m e w e k w a
zimeweza 1.0	z i m e w e z a
zimewezesha 1.0	z i m e w e z e SS a
zimeyeyuka 1.0	z i m e y e y u k a
zimezaa 1.0	z i m e z a a
zimezagaa 1.0	z i m e z a g a a
zimezalishwa 1.0	z i m e z a l i SS w a
zimezidi 1.0	z i m e z i d i
zimezimwa 1.0	z i m e z i m w a
zimezingatia 1.0	z i m e z i GG a t i a
zimezingirwa 1.0	z i m e z i GG i r w a
zimezoeleka 1.0	z i m e z o e l e k a
zimezua 1.0	z i m e z u a
zimezuiliwa 1.0	z i m e z u i l i w a
zimezuka 1.0	z i m e z u k a
zimo 1.0	z i m o
zimsaidie 1.0	z i m s a i d i e
zimwendee 1.0	z i m w e DD e e
zimwi 1.0	z i m w i
zina 1.0	z i n a
zinaa 1.0	z i n a a
zinaachwa 1.0	z i n a a CC w a
zinaagiza 1.0	z i n a a g i z a
zinaagizwa 1.0	z i n a a g i z w a
zinaajiri 1.0	z i n a a j i r i
zinaambatana 1.0	z i n a a BB a t a n a
zinaamini 1.0	z i n a a m i n i
zinaaminika 1.0	z i n a a m i n i k a
zinaandaa 1.0	z i n a a DD a a
zinaandaliwa 1.0	z i n a a DD a l i w a
zinaandikwa 1.0	z i n a a DD i k w a
zinaangalia 1.0	z i n a a GG a l i a
zinaangaliwa 1.0	z i n a a GG a l i w a
zinaanza 1.0	z i n a a ZZ a
zinaanzia 1.0	z i n a a ZZ i a
zinaanzishwa 1.0	z i n a a ZZ i SS w a
zinaashiria 1.0	z i n a a SS i r i a
zinaathiri 1.0	z i n a a TT i r i
zinaathirika 1.0	z i n a a TT i r i k a
zinabadilika 1.0	z i n a b a d i l i k a
zinabagua 1.0	z i n a b a g u a
zinabainisha 1.0	z i n a b a i n i SS a
zinabaki 1.0	z i n a b a k i
zinabakia 1.0	z i n a b a k i a
zinabeba 1.0	z i n a b e b a
zinabebwa 1.0	z i n a b e b w a
zinaboreshwa 1.0	z i n a b o r e SS w a
zinabuniwa 1.0	z i n a b u n i w a
zinachafua 1.0	z i n a CC a f u a
zinachangia 1.0	z i n a CC a GG i a
zinachangiwa 1.0	z i n a CC a GG i w a
zinachapishwa 1.0	z i n a CC a p i SS w a
zinachelewa 1.0	z i n a CC e l e w a
zinacheza 1.0	z i n a CC e z a
zinachezwa 1.0	z i n a CC e z w a
zinachochea 1.0	z i n a CC o CC e a
zinachuana 1.0	z i n a CC u a n a
zinachukua 1.0	z i n a CC u k u a
zinachukuliwa 1.0	z i n a CC u k u l i w a
zinachunguzwa 1.0	z i n a CC u GG u z w a
zinadai 1.0	z i n a d a i
zinadaiwa 1.0	z i n a d a i w a
zinadhibiti 1.0	z i n a LL i b i t i
zinadhibitiwa 1.0	z i n a LL i b i t i w a
zinadhihirisha 1.0	z i n a LL i h i r i SS a
zinadhoofisha 1.0	z i n a LL o o f i SS a
zinadumu 1.0	z i n a d u m u
zinaegemea 1.0	z i n a e g e m e a
zinaelekea 1.0	z i n a e l e k e a
zinaelekeza 1.0	z i n a e l e k e z a
zinaelekezwa 1.0	z i n a e l e k e z w a
zinaeleweka 1.0	z i n a e l e w e k a
